Gauge_ID   Storm_Index  Input_Units   Output_Units   Energy_Equation   Storm_Break_Hours   Storm_Break_Precip   Start_Date   Start_Time   Duration(hrs)   Precip(in)   Max_5_start_date    Max_5_start_time    Max_5_intensity     Max_10_start_date   Max_10_start_time   Max_10_intensity    Max_15_start_date   Max_15_start_time   Max_15_intensity    Max_20_start_date   Max_20_start_time   Max_20_intensity    Max_30_start_date   Max_30_start_time   Max_30_intensity    Max_60_start_date   Max_60_start_time   Max_60_intensity    Energy
CSV        47           0             0              2                 6                   0.05                 09/19/2021   22:14:00     0.6             0.04         09/19/2021          22:51:00            0.12                09/19/2021          22:20:00            0.072               09/19/2021          22:20:00            0.08                09/19/2021          22:20:00            0.072               09/19/2021          22:26:00            0.05999999          09/19/2021          22:14:00            0.04                19.30
CSV        48           0             0              2                 6                   0.05                 09/20/2021   08:49:00     0.6166667       0.15         09/20/2021          09:11:00            1.12                09/20/2021          09:08:00            0.636               09/20/2021          09:09:00            0.456               09/20/2021          09:04:00            0.36                09/20/2021          09:02:00            0.28                09/20/2021          08:49:00            0.15                123.61
CSV        49           0             0              2                 6                   0.05                 09/21/2021   08:31:00     0.1166667       0.05         09/21/2021          08:39:00            0.552               09/21/2021          08:31:00            0.3                 09/21/2021          08:31:00            0.2                 09/21/2021          08:31:00            0.15                09/21/2021          08:31:00            0.1                 09/21/2021          08:31:00            0.05                44.24
CSV        50           0             0              2                 6                   0.05                 09/28/2021   17:03:00     23.28333        0.38         09/29/2021          15:58:00            0.2                 09/29/2021          15:53:00            0.195               09/29/2021          15:48:00            0.1866667           09/29/2021          15:43:00            0.1875              09/29/2021          15:39:00            0.164               09/29/2021          15:26:00            0.09999999          190.14
CSV        51           0             0              2                 6                   0.05                 09/30/2021   02:08:00     0.08347222      0.01         09/30/2021          02:14:00            0.12                09/30/2021          02:08:00            0.05999999          09/30/2021          02:08:00            0.04                09/30/2021          02:08:00            0.03                09/30/2021          02:08:00            0.02                09/30/2021          02:08:00            0.01                0.00
CSV        52           0             0              2                 6                   0.05                 10/01/2021   16:18:00     0.08347222      0.01         10/01/2021          16:24:00            0.12                10/01/2021          16:18:00            0.05999999          10/01/2021          16:18:00            0.04                10/01/2021          16:18:00            0.03                10/01/2021          16:18:00            0.02                10/01/2021          16:18:00            0.01                0.00
CSV        53           0             0              2                 6                   0.05                 10/08/2021   14:16:00     25.45           0.6          10/08/2021          16:21:00            0.24                10/08/2021          16:16:00            0.22                10/09/2021          03:48:00            0.2                 10/09/2021          03:42:00            0.2                 10/09/2021          03:39:00            0.172               10/08/2021          15:38:00            0.12                304.74
CSV        54           0             0              2                 6                   0.05                 10/10/2021   09:04:00     3.283333        0.05         10/10/2021          12:22:00            0.12                10/10/2021          12:17:00            0.05999999          10/10/2021          09:10:00            0.04                10/10/2021          09:45:00            0.054               10/10/2021          09:36:00            0.04                10/10/2021          09:45:00            0.03                24.13
CSV        55           0             0              2                 6                   0.05                 10/12/2021   13:15:00     1.6             0.04         10/12/2021          13:25:00            0.144               10/12/2021          13:21:00            0.12                10/12/2021          13:21:00            0.08                10/12/2021          13:21:00            0.09                10/12/2021          13:21:00            0.05999999          10/12/2021          13:21:00            0.03                19.67
CSV        56           0             0              2                 6                   0.05                 10/13/2021   11:41:00     2.966667        0.23         10/13/2021          12:08:00            0.24                10/13/2021          12:06:00            0.21                10/13/2021          12:04:00            0.184               10/13/2021          12:04:00            0.1725              10/13/2021          12:04:00            0.16                10/13/2021          11:58:00            0.14                116.66
CSV        57           0             0              2                 6                   0.05                 10/14/2021   10:08:00     3.366667        0.09         10/14/2021          13:31:00            0.12                10/14/2021          10:14:00            0.108               10/14/2021          10:14:00            0.08                10/14/2021          10:16:00            0.07799999          10/14/2021          10:14:00            0.05999999          10/14/2021          10:14:00            0.04                43.43
CSV        58           0             0              2                 6                   0.05                 10/15/2021   12:45:00     0.6333333       0.02         10/15/2021          13:24:00            0.12                10/15/2021          13:19:00            0.05999999          10/15/2021          12:51:00            0.04                10/15/2021          13:09:00            0.03                10/15/2021          12:51:00            0.02                10/15/2021          12:45:00            0.02                9.65
CSV        59           0             0              2                 6                   0.05                 10/16/2021   08:34:00     4.7             0.33         10/16/2021          13:17:00            0.12                10/16/2021          12:51:00            0.12                10/16/2021          12:46:00            0.12                10/16/2021          12:34:00            0.108               10/16/2021          12:27:00            0.104               10/16/2021          12:01:00            0.09                159.23
CSV        60           0             0              2                 6                   0.05                 10/19/2021   20:15:00     0.08347222      0.01         10/19/2021          20:21:00            0.12                10/19/2021          20:15:00            0.05999999          10/19/2021          20:15:00            0.04                10/19/2021          20:15:00            0.03                10/19/2021          20:15:00            0.02                10/19/2021          20:15:00            0.01                0.00
CSV        61           0             0              2                 6                   0.05                 10/20/2021   09:05:00     0.2166667       0.03         10/20/2021          09:11:00            0.24                10/20/2021          09:14:00            0.144               10/20/2021          09:05:00            0.12                10/20/2021          09:05:00            0.09                10/20/2021          09:05:00            0.06                10/20/2021          09:05:00            0.03                20.64
CSV        62           0             0              2                 6                   0.05                 10/24/2021   09:42:00     1.783333        0.11         10/24/2021          09:53:00            0.144               10/24/2021          09:48:00            0.132               10/24/2021          09:52:00            0.128               10/24/2021          09:48:00            0.12                10/24/2021          09:50:00            0.09199999          10/24/2021          09:48:00            0.06999999          53.45
CSV        63           0             0              2                 6                   0.05                 10/25/2021   10:34:00     0.08347222      0.01         10/25/2021          10:40:00            0.12                10/25/2021          10:34:00            0.05999999          10/25/2021          10:34:00            0.04                10/25/2021          10:34:00            0.03                10/25/2021          10:34:00            0.02                10/25/2021          10:34:00            0.01                0.00
