Gauge_ID   Storm_Index  Input_Units   Output_Units   Energy_Equation   Storm_Break_Hours   Storm_Break_Precip   Start_Date   Start_Time   Duration(hrs)   Precip(in)   Max_5_start_date    Max_5_start_time    Max_5_intensity     Max_10_start_date   Max_10_start_time   Max_10_intensity    Max_15_start_date   Max_15_start_time   Max_15_intensity    Max_20_start_date   Max_20_start_time   Max_20_intensity    Max_30_start_date   Max_30_start_time   Max_30_intensity    Max_60_start_date   Max_60_start_time   Max_60_intensity    Energy
CSV        30           0             0              2                 6                   0.05                 03/07/2021   12:05:00     2.366667        0.18         03/07/2021          14:28:00            0.28                03/07/2021          14:21:00            0.24                03/07/2021          14:18:00            0.23                03/07/2021          14:13:00            0.225               03/07/2021          14:03:00            0.2                 03/07/2021          13:33:00            0.156               98.51
CSV        31           0             0              2                 6                   0.05                 07/02/2021   17:03:00     0.5333334       0.08         07/02/2021          17:32:00            0.3                 07/02/2021          17:28:00            0.255               07/02/2021          17:26:00            0.216               07/02/2021          17:21:00            0.18                07/02/2021          17:11:00            0.152               07/02/2021          17:03:00            0.08                45.69
CSV        32           0             0              2                 6                   0.05                 07/04/2021   13:12:00     0.08347222      0.01         07/04/2021          13:18:00            0.12                07/04/2021          13:12:00            0.05999999          07/04/2021          13:12:00            0.04                07/04/2021          13:12:00            0.03                07/04/2021          13:12:00            0.02                07/04/2021          13:12:00            0.01                0.00
CSV        33           0             0              2                 6                   0.05                 07/05/2021   12:48:00     12.15           0.18         07/05/2021          15:34:00            0.24                07/05/2021          15:33:00            0.192               07/05/2021          15:28:00            0.16                07/05/2021          15:23:00            0.12                07/05/2021          21:05:00            0.09199999          07/05/2021          20:32:00            0.064               90.09
CSV        34           0             0              2                 6                   0.05                 07/13/2021   12:15:00     0.7             0.07         07/13/2021          12:28:00            0.36                07/13/2021          12:26:00            0.3                 07/13/2021          12:21:00            0.24                07/13/2021          12:21:00            0.18                07/13/2021          12:21:00            0.12                07/13/2021          12:15:00            0.07                45.38
CSV        35           0             0              2                 6                   0.05                 07/15/2021   17:25:00     0.2166667       0.02         07/15/2021          17:39:00            0.12                07/15/2021          17:34:00            0.08399999          07/15/2021          17:25:00            0.08                07/15/2021          17:25:00            0.05999999          07/15/2021          17:25:00            0.04                07/15/2021          17:25:00            0.02                9.65
CSV        36           0             0              2                 6                   0.05                 07/17/2021   13:18:00     1.266667        0.08         07/17/2021          13:29:00            0.27                07/17/2021          13:27:00            0.204               07/17/2021          13:24:00            0.16                07/17/2021          13:24:00            0.12                07/17/2021          13:24:00            0.08                07/17/2021          13:24:00            0.06                42.82
CSV        37           0             0              2                 6                   0.05                 07/20/2021   15:42:00     1.333333        0.47         07/20/2021          16:01:00            1.2                 07/20/2021          15:56:00            0.96                07/20/2021          15:53:00            0.84                07/20/2021          15:55:00            0.75                07/20/2021          15:57:00            0.74                07/20/2021          15:48:00            0.45                415.02
CSV        38           0             0              2                 6                   0.05                 07/21/2021   15:20:00     0.5             0.09         07/21/2021          15:35:00            0.54                07/21/2021          15:30:00            0.432               07/21/2021          15:26:00            0.32                07/21/2021          15:26:00            0.24                07/21/2021          15:26:00            0.18                07/21/2021          15:20:00            0.09                67.05
CSV        39           0             0              2                 6                   0.05                 07/22/2021   12:20:00     3.25            0.36         07/22/2021          12:58:00            0.96                07/22/2021          12:57:00            0.84                07/22/2021          12:56:00            0.7                 07/22/2021          12:56:00            0.615               07/22/2021          12:53:00            0.488               07/22/2021          12:26:00            0.35                281.16
CSV        40           0             0              2                 6                   0.05                 07/23/2021   11:57:00     0.5666667       0.06         07/23/2021          12:06:00            0.168               07/23/2021          12:03:00            0.144               07/23/2021          12:03:00            0.12                07/23/2021          12:04:00            0.114               07/23/2021          12:03:00            0.104               07/23/2021          11:57:00            0.05999999          29.90
CSV        41           0             0              2                 6                   0.05                 07/30/2021   12:30:00     5.083333        0.11         07/30/2021          17:30:00            0.384               07/30/2021          17:25:00            0.24                07/30/2021          17:26:00            0.2                 07/30/2021          17:21:00            0.15                07/30/2021          17:11:00            0.09999999          07/30/2021          16:41:00            0.05                63.09
CSV        42           0             0              2                 6                   0.05                 07/31/2021   05:53:00     10.96667        0.38         07/31/2021          12:04:00            0.42                07/31/2021          12:02:00            0.315               07/31/2021          11:57:00            0.256               07/31/2021          11:52:00            0.21                07/31/2021          11:38:00            0.17                07/31/2021          15:21:00            0.124               206.25
CSV        43           0             0              2                 6                   0.05                 08/02/2021   14:27:00     2.6             0.33         08/02/2021          16:13:00            0.42                08/02/2021          16:12:00            0.312               08/02/2021          16:13:00            0.28                08/02/2021          16:13:00            0.2775              08/02/2021          16:06:00            0.228               08/02/2021          15:36:00            0.21                204.83
CSV        44           0             0              2                 6                   0.05                 08/03/2021   08:13:00     11.63333        0.68         08/03/2021          18:19:00            0.42                08/03/2021          18:14:00            0.33                08/03/2021          18:13:00            0.28                08/03/2021          18:08:00            0.24                08/03/2021          17:58:00            0.2                 08/03/2021          08:53:00            0.16                360.06
CSV        45           0             0              2                 6                   0.05                 08/06/2021   13:52:00     10.16667        0.33         08/06/2021          19:44:00            0.54                08/06/2021          19:44:00            0.42                08/06/2021          19:44:00            0.4                 08/06/2021          19:39:00            0.33                08/06/2021          19:29:00            0.24                08/06/2021          19:34:00            0.13                215.60
CSV        46           0             0              2                 6                   0.05                 08/13/2021   13:32:00     1.816667        0.04         08/13/2021          15:22:00            0.12                08/13/2021          15:11:00            0.12                08/13/2021          15:12:00            0.112               08/13/2021          15:07:00            0.09                08/13/2021          14:57:00            0.05999999          08/13/2021          14:27:00            0.03                19.30
CSV        47           0             0              2                 6                   0.05                 08/18/2021   14:46:00     7.816667        0.07         08/18/2021          22:36:00            0.12                08/18/2021          16:11:00            0.09599999          08/18/2021          16:08:00            0.08                08/18/2021          16:11:00            0.05999999          08/18/2021          14:52:00            0.04                08/18/2021          14:52:00            0.02                33.78
CSV        48           0             0              2                 6                   0.05                 08/19/2021   08:11:00     9               0.16         08/19/2021          16:13:00            0.36                08/19/2021          16:08:00            0.28                08/19/2021          16:06:00            0.248               08/19/2021          16:01:00            0.21                08/19/2021          15:59:00            0.16                08/19/2021          15:29:00            0.08                87.78
CSV        49           0             0              2                 6                   0.05                 08/19/2021   23:52:00     0.08347222      0.01         08/19/2021          23:58:00            0.12                08/19/2021          23:52:00            0.05999999          08/19/2021          23:52:00            0.04                08/19/2021          23:52:00            0.03                08/19/2021          23:52:00            0.02                08/19/2021          23:52:00            0.01                0.00
CSV        50           0             0              2                 6                   0.05                 08/20/2021   09:29:00     0.5666667       0.21         08/20/2021          09:50:00            0.6                 08/20/2021          09:45:00            0.57                08/20/2021          09:40:00            0.56                08/20/2021          09:40:00            0.495               08/20/2021          09:39:00            0.404               08/20/2021          09:29:00            0.21                163.76
CSV        51           0             0              2                 6                   0.05                 08/26/2021   09:54:00     0.9333333       0.12         08/26/2021          10:40:00            0.18                08/26/2021          10:16:00            0.18                08/26/2021          10:11:00            0.16                08/26/2021          10:27:00            0.15                08/26/2021          10:16:00            0.155               08/26/2021          09:54:00            0.12                62.23
CSV        52           0             0              2                 6                   0.05                 08/26/2021   20:06:00     2.283333        0.16         08/26/2021          20:23:00            0.28                08/26/2021          20:18:00            0.225               08/26/2021          20:24:00            0.2                 08/26/2021          20:19:00            0.195               08/26/2021          20:17:00            0.18                08/26/2021          20:12:00            0.13                86.56
CSV        53           0             0              2                 6                   0.05                 08/27/2021   04:21:00     0.08347222      0.01         08/27/2021          04:27:00            0.12                08/27/2021          04:21:00            0.05999999          08/27/2021          04:21:00            0.04                08/27/2021          04:21:00            0.03                08/27/2021          04:21:00            0.02                08/27/2021          04:21:00            0.01                0.00
CSV        54           0             0              2                 6                   0.05                 09/01/2021   14:56:00     11.8            0.21         09/02/2021          02:31:00            0.21                09/02/2021          02:27:00            0.168               09/01/2021          17:28:00            0.152               09/01/2021          17:31:00            0.126               09/01/2021          17:13:00            0.12                09/01/2021          17:02:00            0.08                105.51
CSV        55           0             0              2                 6                   0.05                 09/03/2021   10:49:00     5.816667        0.08         09/03/2021          16:39:00            0.12                09/03/2021          10:55:00            0.09599999          09/03/2021          10:55:00            0.08                09/03/2021          10:59:00            0.06599999          09/03/2021          10:55:00            0.05999999          09/03/2021          10:55:00            0.04                38.60
CSV        56           0             0              2                 6                   0.05                 09/11/2021   17:21:00     0.08347222      0.01         09/11/2021          17:27:00            0.12                09/11/2021          17:21:00            0.05999999          09/11/2021          17:21:00            0.04                09/11/2021          17:21:00            0.03                09/11/2021          17:21:00            0.02                09/11/2021          17:21:00            0.01                0.00
CSV        57           0             0              2                 6                   0.05                 09/12/2021   11:29:00     7.016667        0.19         09/12/2021          11:44:00            0.42                09/12/2021          11:40:00            0.3                 09/12/2021          11:35:00            0.24                09/12/2021          11:35:00            0.204               09/12/2021          11:35:00            0.14                09/12/2021          11:35:00            0.07                116.03
CSV        58           0             0              2                 6                   0.05                 09/13/2021   20:13:00     3.716667        0.08         09/13/2021          21:49:00            0.21                09/13/2021          21:45:00            0.168               09/13/2021          21:40:00            0.12                09/13/2021          21:44:00            0.09                09/13/2021          21:25:00            0.06                09/13/2021          20:55:00            0.03                41.27
CSV        59           0             0              2                 6                   0.05                 09/19/2021   22:19:00     0.2166667       0.02         09/19/2021          22:33:00            0.12                09/19/2021          22:28:00            0.08399999          09/19/2021          22:19:00            0.08                09/19/2021          22:19:00            0.05999999          09/19/2021          22:19:00            0.04                09/19/2021          22:19:00            0.02                9.65
CSV        60           0             0              2                 6                   0.05                 09/20/2021   12:31:00     3.45            0.34         09/20/2021          14:17:00            0.24                09/20/2021          14:16:00            0.195               09/20/2021          14:11:00            0.18                09/20/2021          13:31:00            0.168               09/20/2021          13:25:00            0.156               09/20/2021          13:26:00            0.1475              175.27
